,title,review
13,squid_game,"It's an entertaining series, but the hype doesn't justify it.

Without going into spoiler:
- Most of the characters (both players and the rest) didn't have any depth or impact throughout the story;
- Being an oriental series, I expected a stronger social critique that would leave us thinking (like Parasite movie);
- Argument with lots of plot holes (probably, they will use some of these holes to fill season 2);
- The games themselves were entertaining, but lack a psychological impact and the outcomes were obvious and predictable.

About the controversy regarding its violence, those who were bothered by this series, never saw the Japanese movie Battle Royale (much more disturbing and violent) https://www.imdb.com/title/tt0266308/ or other movies (eg: Saw, Tarantino movies, Hunger Games...)."
14,squid_game,Squid game is an entertaining series with a great plot and a lot of scenes that kept you watching.
15,squid_game,"It is a very ordinary and mediocre series that has been exaggerated too much. Despite some interesting sequences and a relatively good plot, but with a repetitive idea and ignoring the exaggerations and meaningless sequences that were made just for excitement, there is no point in considering this work a masterpiece ‌ . The good thing about the series is that it is fun while not vulgar."
16,squid_game,"I beleive this TV series is hardly a normal one. It also has some illogical concepts and sequences like ""scanning masks in order to uphold security""."
17,squid_game,"Squid Game: Season 1 offers an exciting character-driven drama, but is unable to avoid some filler content."
18,squid_game,"Dark and different, disconnected and connected, Squid Game makes one really wonder about the ""human"" ""race"". Totally dystopian, it has an interesting plot and good characterization. The acting is flawless.
Enjoyable even if one doesn't like dark dramas."
19,squid_game,"This series just doesn't live up to the hype. I really wanted to like Squid Game. As someone who is a big fan of solid Korean cinema (Parasite, Mother, Old Boy, Memories of Murder), I was intrigued by a TV series that had generated so much buzz and promised to be violent and dark. Unfortunately, I was left disappointed.

First, I was disappointed because the plot was nothing new. We've seen the same basic premise in dozens of other movies and TV shows that have come before it. Second, with the exceptions of Lee Jung-Jae and Park Hae-Soo. But even their decent performances couldn't save a show in which the majority of the acting is something that belongs either in a daytime soap opera, the characters are one-dimensional caricatures, and the dialogue is overwhelmingly cliche. In fact, the acting is so over the top and melodramatic that I repeatedly found myself laughing at moments that were meant to be tragic, depressing, or shocking. The trophy for bad-acting, however, should go to the foreigners who were hired as English-speaking actors to play the roles of VIP clients. I've seen better acting in elementary school plays, and that is not hyperbole.

That being said, if you're into cheap plot twists, and you know that you enjoy other Korean dramas that ooze melodrama and hackneyed tropes, then this might be up your alley. If you're someone who takes TV and film seriously, though, then you should skip it."
20,squid_game,There were logic errors from time to time but end of all chapters were intriguing and surprising.I really liked
21,squid_game,"This series on Netflix is filed with needless violence and death. For what? There is nothing to enjoy while watching. It is stressful and unnecessary. I thought this types of “entertainment” fizzled out back in the 2000s with Saw, Hostel, and Hunger Games, but it looks like it is coming back. At least Hunger Games wasn’t as bad as Squid Game. Why this series caught on I will never understand."
22,squid_game,"Una de las mejores series originales de Netflix, si es que no es la mejor. Aplaudible guion, impresionante e innovadora trama, personajes entrañables, actuaciones impecables. Una serie atrapante que mantiene al espectador con cara de preocupación y asombro en cada momento. Un balance perfecto entre drama y suspenso, sin escenas de sexo innecesarias o puestas a la fuerzas. Es de felicitar y ovacionar con entusiasta fervor el magnánimo trabajo hecho por el guionista y también director por esta obra maestra de la televisión."
23,squid_game,Literally cannot pick a single flaw in this show. Second best series I've ever watched behind Breaking Bad. The whole show is basically a masterclass on plot twists and character development.
24,squid_game,"Pues no está mal, es entretenida, pero sobrevalorada más allá de cualquier límite."
25,squid_game,"One of the greatest shows ever made. I believe it is absolutely flawless. The characters, the screenplay, the plot, the pacing, the drama, the horror. Bravo"
26,squid_game,Definitely the best spent time procrastinating. I don’t even think I’ll be able to get this show out of my head for at least a month.
27,squid_game,"It cannot avoid the similarities to other different works, even aesthetically, but I was entertained.
Bit overlong and repetitive but still ok.

It seems to be having a good reception and will probably have a second season.
I don't see the point of it, because either they repeat the same concept, which would be very boring, or they change the idea of the original story, which also defeats the purpose of what it made it appealing in the first place.

You can watch it on Netflix."
28,squid_game,"Squid Game is the type of show you might sleep on when you read the description or see that it is a non english show. Do not sleep on Squid Game.

Squid game is a survival thriller puzzle drama comedy. The show jumps from thought provoking social drama to comedic or thriller moments flawlessly. This is helped by a trope of believable characters expertly portrayed by talented actors.

It’s because of these actors that I highly recommend watching with subtitles. Not doing so will numb the impeccable comedic timing of the shows lead or the raw and contagious kindness of my favorite character Ali. If you like bloody fun, this show has it in spades, or triangles, or whatever symbol you want to put on the cards this show plays. There is more death than you may be comfortable with. But the deaths are rarely gratuitous. They are quick to the point deaths, save a few unlucky players. However, do expect plenty of blood and guns. I consider myself to be a picky person when it comes to shows, which is why I was so shocked to love Squid Game. Best show of the year so far."
29,squid_game,"As the classic said - This series is STUPID **** STUPID ****.
I didn’t burn with Russian vyser as much as with the stupidity of this mishandled series.
The characters in this series are simply amazing with their stupidity, their actions and phrases are often illogical.
the branch with the policeman is just **** a whole branch of one of the main characters just evaporated (Bondarchuk's gun?).
the result of all his actions is my leading brother.
and ... what and why and why? what's next? what about your call to the cops and the sent photo video? nothing.
on the basis of the film, we are given names several times. who say absolutely nothing to the audience. although this moment is exposed as if the viewer should experience a shock. and one of the series ends just at the fact that we were called SOME UNKNOWN NAME. and the next episode starts by putting the dick on it. **** this move!
The protagonist is a dumb, disgusting, hysterical, spineless idiot.
which in the end gives out such crap that you feel ashamed.
1 - A WHOLE YEAR, for a whole year he simply does nothing. took 10,000 won and that's it. What about creditors and debts? but nothing he just walks and drinks, continuing to borrow money ... mmm ...
2 - meeting an old man cannot listen and understand what he says to him, continues to be hysterical and angry.
3 - he seems to appreciate and feel sorry for his friends, but he also scored a year for their requests. Well, the type of FSUs I'm sad because of you, but I will not do at least something for you. even vloooom and generally I'm depressed.
4 - friends, it's time to do what I promised you! and our hero just shoots two birds with one stone with a genius move ... took the child, how? just? the documents? legal procedure?
so after that he also shags it off to the old woman, it's okay, you just take the child from the orphanage and just shake it off to the old woman. look after him ... two decades.
5 - having soaped up to fly away, he meets a man that he invited to the game and in a rage runs after him, WHAT IS A **** ?! for what? ask something? you ****ing talked to the FOUNDER AND HE TOLD YOU WHAT FOR WHY but you're too stupid to listen. to kick it off? um ... first of all, that dude that you defended had the only chance, you yourself voluntarily returned to the game. FOR GOOD WILL. knowing what is happening there and what you are going for. could just give this dude some money or tell him what's there. but there is no GG in the old fashioned way, just hysterical and that's it ...
6 - here they show us again that he is on the plane and has almost flew to the usa and happy end, enjoy life next to your daughter and make sure that all this is not in vain.
BUT NO, this is a weakling solution.
let me call back these **** from the game (for a second it looks like one of the most influential people in at least that area) and say TOBY PUSSA FLOW WITH THE CITY!
YOUR MOTHER LIKE YOU STUPID!

Usually I stay away from what is unheated, for me this is a sign that this is SELECT **** and it is better to stay away. but once, guided by this method, I missed a series that became my favorite, breaking bad. and so I thought, okay, let's see, mb ... people were not mistaken.
God, how wrong I was ...
decided to see what kind of score on the metacritic, mb do people also feel cheated? no 7.6 on metcriticism ...
And then I remember J. Karlin - PEOPLE PZDTS WHAT STUPID"
30,squid_game,"Totally worth it. It is one of the best narratives I have seen in years. Of course, you have to watch it in Korean to really appreciate the acting."
31,squid_game,"If you put Joon-ho Bong, David Fincher and John Carpenter in a blender, and added a heaping helping of Battle Royale, you have an idea behind the look and the themes of Squid Game. Desperate characters are looking to better their lives by surviving ""kids games"" with a lethal twist, in a chance to be awarded a life changing fortune. The beauty of the production design, from the Eisher inspired stairways of the game complex, the bright candy colored game arenas, to the grungy Korean cityscape, is f'n brilliant. And of course it's brutally violent. Lives are obstacles to be beaten (ahem, killed) to survive the game. There is one sequence I must mention. The honeycomb game is paced and edited brilliantly. Switching from character to character, showing different techniques and strategies. A master class in wringing tension and suspense. Afterward I paused and noticed the time remaining at the start of the ""ten minute"" sequence and the end. It timed out to ten minutes in real time to the second. Again. BRILLIANT."
32,squid_game,"Great and very deep show. Of course there are a lot of haters giving the show low ratings, they don't like the truth. And the truth is Squid Game is an excellent distillation of how predatory capitalism works."
33,squid_game,"Do they have to scream in every scene?! Like, all the time??? (The ""Fly Me to the Moon"" cover is good, though.)"
34,squid_game,"It's a pretty decent netflix show, but honestly, i think it's kinda overrated."
35,squid_game,"If North Korea gives a show two thumbs up, (https://www.indiewire.com/2021/10/squid-game-north-korea-salutes-critique-south-korea-1234671661/#!)

then one should be morally obligated to give it two thumbs down."
36,squid_game,"A fairly basic storyline with some average to very poor acting. However the character development was decent in some cases, and it maintained a level of interest throughout."
37,squid_game,jgkyukjhkuyjktugkjuyjktugyjutyjtuyjujghghjghjtuyjunj6y7ututytyut7666ghfghhg
38,squid_game,Squid game is a fenomenal show with a lot of excitement. The plot is a very good idea and worked out good. The only disappointment is the VIP's terrible acting. They were kind of funny though.
39,squid_game,"The show is great if you want to sleep. There's one or two unusual plots, but in general it's more generic than I imagined. Honestly, I only recommend it if you're looking to see deaths, and it's still worth another compilation. This grade was because I didn't have 4,5..."
40,squid_game,"Starts strong, interesting premise. Not recommend for the faint of heart.

The American VIPs were incredibly douchey and cringey. (who talks like that?)

Great voice acting. Subs > dubs. Plot gets more formulaic as it drags on. I'm not that excited for the sequel."
41,squid_game,"Squid Game is an overrated series. The series is based only on the brutal games presented and the situations submitted to the characters. Character development is poorly worked, actuations, personalities and dialogues are artificial and silly, the story is very simple, the conflict has easy solutions, some actions end up repeating so much that we can predict future events and the outcome is unnecessary. While these flaws exist, I admit that there are positive points, albeit few. We can cite, for example, photography, which combines the intention of brutal childrens games, and the soundtrack."
42,squid_game,"It's interesting! Holy cow what a novel concept. There is a lot of criticism I'm seeing about missing out on statements about social inequities. Who cares. Squid Game is cool. Exists in it's own world and does so with depth, emotion, and decent acting. It's also brutal and unflinching in that brutality which will turn a lot of people off. Love it or hate it, it doesn't care about what moral conundrum you were hoping it would solve; the first flagstone of a decent creative concept."
43,squid_game,"Entertaining and fun show, let down by mediocre writing and annoying, simplistic characters."
44,squid_game,"It's rare that I enjoy a new show these days and this one really shows and ended up being really good.
Outside of a few nitpicks I ended up getting more into finding Easter Eggs and rewatching episodes in both English and Korean voices. Definitely love the tone of the show and the cast they chose for it."
45,squid_game,"The dialogs are poor, the story is kind nonsense but somehow you want to see the games that are the only good part of the game"
46,squid_game,"Un mélange de Koh Lanta, d’Intervilles (mais sans la vachette) et de Battle Royale impromptue dans cette série coréenne indéniablement percutante et fort brutale puisqu’au fil des jeux (d’une cruauté souvent sans précédent), les perdants quittent définitivement la partie… avec une balle dans la tête. Les autres survivront jusqu’à la prochaine épreuve et il n’en restera qu’un ou qu’une pour remporter le pactole !

Une série très bien réalisée et de temps en temps cyniquement drôle mais aussi une critique sociale de la Corée du sud contemporaine qui a subi elle aussi les effets de la crise économique avec ses laissés pour compte, sur le carreau, endettés jusqu’au cou, perdus pour la société et prêts à tout pour faire du fric…

Leurs motivations sont diverses, leurs parcours sont variés, allant du criminel endurci au col blanc poursuivi pour fraude en passant ici et là néanmoins par pas mal de clichés ambulants, il faut bien le dire aussi. Toutefois, la guimauve (qui peut être exacerbée dans nombre de productions coréennes) s’avère ici assez contenue, presque sobre si j’ose dire.

On peut regretter également quelques facilités dans le scénario, notamment tout ce qui concerne le flic à dire vrai… mais on a vu pire en la matière. Enfin, l’agenda migratoire inséré de force ici est tout à fait regrettable avec l’un des participants, un immigré pakistanais particulièrement attardé ! (on aura tout vu, franchement…!).

Cela étant dit, et en attendant une seconde saison (la fin de la première restant ouverte), on ne peut que saluer ce Koh Lanta impitoyable bien mené et spectaculaire : du beau boulot pour l’instant !"
47,squid_game,"A cultural phenomenon and such a unique experience - I'm gonna miss this show and the feeling I got watching it for the first time. I'm still reeling from that ending (the last two episodes really)... This show just ripped my heart out, made me obsessed with its main concept and characters... and yeah, I'm just stunned and kind of devastated by how it ended. This one's gonna stick with me for a long time... definitely one of the most memorable, impactful shows I've watched in a long time."
48,squid_game,"Невероятный корейский феномен, покоривший весь мир! Посмотрел на одном дыхании и за один день!"
49,squid_game,"This show borders on torture porn (some would say it crosses that border), but the story is injected with enough humanity to bring it above a mere exercise in blood-spattered special FX. If you don't like the sight of blood, steer clear because there is a LOT of blood/murder.

The games largely put players in the position of having to make morality choices -- this is clearly what the show wants you to think about. While I appreciate the effort, there just isn't enough nuance in the characters and the choices they're forced to make to elevate this above a run-of-the-mill morality tale, and the rivers of blood drag the effort down. I did find a couple of moments genuinely moving, but only a couple.

That said, SG does a good job of piquing the viewer's curiosity regarding what the heck the whole twisted exercise is for. However, the resolution of season 1 rings hollow; the scene with the reveal feels very contrived. The explanation for the whole sociopathic, bat-**** crazy endeavor doesn't make much sense unless you accept that all the parties involved are, well... bat-**** crazy sociopaths.

If you're merely looking to satisfy whatever torture porn craving you may have, this will likely satisfy. If you want believable story with nuanced, thought-provoking dilemmas, this is passable, but not a must-see."
50,squid_game,"Not bad tv show. Soundtrack, costumes and decorations (except for ""paintings on the walls"") are good. The detective side-plotline (which included organ trade and VIP plotlines) damaged the plot, but still characters and the actors pull out the series."
51,squid_game,"This has been a really decent watch, even though in almost every way it reminds me a lot of Kaiji(same concept , ideas) but with different games. I like how elegant every scene is made from the games to the normal character interactions. Most of the games were fine and the actors did a great job. One of my issues with this is the ending. They could have stopped it at a perfect time(mother scene) but for some reason they decided to roll for another 20 minutes or so showing us a very unsatisfying and quiet stupid plot twist that actually ruins a lot of parts from the previous episodes. The bad guys acting was also pretty bad and their dialogue did not sound decent. Overall if it wasn't for that crappy ending and twist it could have been way better."
52,squid_game,"Atmosphere is the name of the game for Squid Game. Depressing, unsettling, uncomfortable, all of these atmospheres make their way halfway out of the screen into your own mind as you think about the situations the characters are being put in. It's hard to attach yourself to any character when you know what bums they are, yet also find it hard to warrant anybody losing because the consequences aren't equal to their actions. Beside the first major plot twist, the rest of the twists are thrown at you all at once in the final episode. This isn't to say there aren't other twists of course, just not those crucial to the main plot. Each episode is a new experience, and they did a great job of periodically adding fresh ideas while still making the show and atmosphere feel familiar. Being only about 8 hours long, Squid Game is well worth the time."
53,squid_game,"Série bacana, com enredo curioso, aguardando a nova temporada. Vale a pena assistir!"
54,squid_game,"It's quite astonishing to see that Netflix, which isn't known for making good and engaging productions, has put this out. This is a series that kept me on the edge of my seat for almost the entire runtime, sure, it's stretched out a bit too long here and there and the English and German dubs are godawful, but I was still surprised in a positive way by this gem Netflix has been able to make

I still DON'T want a second season of this, though."
55,squid_game,"an unoriginal idea stretched so thin they can't justify it by the final few episodes.
none of the socioeconomic ideas that are touched on in this are fleshed out, and character motivations are usually skin deep.
Just terrible shallow writing and none of the visuals are anything special.
I think this show may have been written to sell jumpsuits"
56,squid_game,"An incredible series. Such a level of tension and interest has not been caused for a long time by TV series and, in principle, everything that has been in pop culture for a long time. Applause for the creators!"
57,squid_game,"Took a few episodes for me to be hooked in, but when I finally was, it took off. From loving a character to absolutely hating them, this show made you feel. This being my first Korean show watch, I will never regret it. Episode 6, tears galore."
58,squid_game,"Increíble para dormir.
Fotografía genial. Diálogos pobres. Guion mediocre. Típica serie de moda que sube como la espuma y olvidas al mes siguiente."
59,squid_game,"Very predictable. It's like Brazilian ""3%"" and Spain ""Mind Heist"" in one project. Super overrated"
60,squid_game,"Lo que sí se es lo chocante que es, además, el formato mola un montón, es novedoso, y a la gente le causa curiosidad, cosa que entiendo.
También tiene sus partes malas, con algo de relleno, a mí lo que me mola son los juegos y un poco la trama del policía (aunque cada vez menos), pero la parte de drama no me interesa tanto, siempre espero que avance por lo dicho, los juegos y no por el drama.
El prota me cae fatal, héroe básico despreocupado que siempre ha sabido apañarse para ganarse la vida y que en los momentos importantes tiene suerte, me recuerda un poco a Naruto al principio.
Y por último, es algo evidente a veces, no juega demasiado con el suspense, y yo creo que da para jugar con el suspense, pero prácticamente en todo momento sabes lo que va a pasar.

· Lo bueno: El formato, esa combinación de elementos mola un montón, la parte de los juegos también, el diseño de producción, sencillo pero funcional, y algunos personajes te vas a quedar con ellos.
· Lo malo: La historia quizás peca de ser demasiado sencilla, puede ser, además, hay veces que el ritmo decae demasiado.
· Conclusión: Se va a convertir, si no lo ha hecho aún, en un clásico de Netflix y de la TV en general, así que hay que verla sí o sí, quizás en el momento en el que la rompió tendría más gracia verla, comentarla con la gente, pero ahora la pregunta en sí, ¿es o fue para tanto? Entiendo perfectamente que lo fuera, pero viéndola ahora, con la cabeza más fría, está muy bien, pero no, no es para taaanto, aún así, se merece los elogios."
61,squid_game,"Naprawdę średni serial, nie rozumiem hype'u na niego, moim zdaniem o wiele lepsze jest chociaż arcane od Riotu, bądź klasyczny Rick and Morty"
62,squid_game,"It's a fantastic series, engaging, brilliant, and horribly tense, which here in Brazil is much admired."
63,squid_game,"excellent
[ ek-suh-luhnt ]

adjective
possessing outstanding quality or superior merit; remarkably good."
64,squid_game,"Acting is ok,Nice scenes but ending is weird,overall its a bit overrated but good,i give it 8,5/10"
65,squid_game,"Muszę przyznać że dość mile zostałem zaskoczony. Serial do oglądnięcia, jednak na pewno nie będę o nim mówił wszędzie że był super hiper i tak dalej. Po prostu był."
66,squid_game,"Неплохой сериал,может затянуть.Интересная подача"
67,squid_game,Amazing and engaging storyline and characters. Would highly recommend to anybody with a Netflix account.
68,squid_game,"Squid Game is fun and smart. Some of the acting is corny, but overall a very interesting concept for a show."
69,squid_game,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
70,squid_game,"One of the greatest shows ever made. I believe it is absolutely flawless. The characters, the screenplay, the plot, the pacing, the drama, the horror. Bravo
1 of 3 users found this helpful12 | Report abuseAll this user's reviews"
71,squid_game,"This Netflix series is one of the best in this platform. The story is revelated episode by episode and proceeding with the episodes the plot makes more and more sense. Every episode make you some suspanse and mistery, with which you reach the end of the series in a blink of an eye, even if it lasts 9 hours."
72,squid_game,"not a bad movie indeed, but nothing impresses me at all. there are too many plot holes and character developments are just odd. In conclusion, too much seeding, not recommend at all"
73,squid_game,The concept felt too simple for me. But the way they show is amazing. Looking forward to the future of soldiers and players.
74,squid_game,"You know why I gave you such a high score.
Just know that ""while satirizing Korean society, it has a narrative that unravels into a game that children enjoyed in Korea,"" and go to Netflix right away to watch it."
75,squid_game,"What is special about these ""survival games""? An unusual game of Korean actors, an honest choice (each player came here on their own) and unusual game conditions. Sometimes it gets boring, especially in the last episode, but overall it's an intriguing bloody movie with a motivating humanistic ending."
76,squid_game,"Squid Game is one of the most exciting TV Series Netflix has to offer. Even though a small number of the audience *might* disagree but the show is as good (not great) as anyone could expect it to be. The story has a lot of potentials to continue for a Second Season, but we'll have to wait and watch how it turns out. Full review at: https://www.theshchronicles.com/post/squid-game"
77,squid_game,Very addictive to watch. I binge watched it. Only the dubbed version can be a bit weird when it comes to voice lines.
78,squid_game,"squid game and breaking bad are so far 2 of the only shows that are worth the hype. each episode of squid game was exhilarating and made me forget how much time there was left in the episode and almost jump scared me when the episode ended cause of how into the show i was, its been forever since i've actually liked a new show. if you're putting off watching it cause of all the crappy tik toks and other videos of it just like i was just don't just watch it, its kinda sad that people meme breaking bad and squid game personally i think the people that meme them have never watched either of the shows before cause how could you watch them and have the audacity to try and make them funny?"
79,squid_game,"I've seen it before before it was all so caught up. I liked the film. I liked the underlying content even more. I'm looking forward to the second season, but I don't like that since it's been picked up everyone is talking about it. Of course it's not the film's fault."
80,squid_game,"One of the best series i have every watched! It gives you suspense, drama and exciting moments. The plot becomes more and more interesting as the episodes go. The characters are well established, the performances are exceptional. Please do watch it!"
81,squid_game,"one of the most enjoyable and engaging TV shows i've ever watched in my entire lifetime.some people may point out that the plot is not fully original which is true but it still works awesomely in my opinion.the games (which is the main part of the show) always accomplish its task, managing to be both fun to watch and thrilling at the same time."
82,squid_game,///////////////////////////////////////////////////////////////////////////
83,squid_game,"I've seen it multiple times, and I still enjoy it. It's very emotional. I would recommend anyone watch it if you think you're into these kinds of shows."
84,squid_game,"Simply a production of the highest level that inserts Korea as a power in the cultural industry. Excellent photography, outstanding characters, well-chosen cast, fantastic story, with a critique of liberal democracy. In my view, the main key to understanding the production and which I don't usually read in the reviews is that the viewer at the end wants the game to continue in a continuation of the series, that is, you and I are perverse just like the financiers and gamblers who entertain themselves by watching these deadly games."
85,squid_game,"I liked watching this series. I like series about blood and secrets. And of course, a happy and not a happy ending."
86,squid_game,"What will you do for money? is the main idea of Squid Game. Netflix's global hit is well-deserving, but is not 'perfect', hopefully we can get more answers in S2."
